2023-01-25 15:52:04.550380451+00:00,0.266,ok,QmPgS1WyUNjik9PNfLTzfXDU7tx2bWD47rv2RCLfEfseEp
2023-01-25 16:08:16.662918040+00:00,0.471,ok,QmPgS1WyUNjik9PNfLTzfXDU7tx2bWD47rv2RCLfEfseEp
2023-01-25 16:18:15.764105705+00:00,0.257,ok,QmPgS1WyUNjik9PNfLTzfXDU7tx2bWD47rv2RCLfEfseEp
2023-01-25 16:28:11.941033288+00:00,0.093,ok,QmStY5wi4McxjRsJWz82vV1o7WSLTg4itiXqc83GfREQez
2023-01-25 16:38:10.291018480+00:00,0.536,ok,QmT2ZCdswPMwa7P78htNen2fnhjqGHd2PvThDAWVYy6kfp
2023-01-25 16:48:09.239925276+00:00,0.451,ok,Qmeb58RAqUqDw4ZZyYoxYF5snQLDDh7fFQHGKLyEtRHjwS
2023-01-25 16:58:14.292749591+00:00,0.360,ok,QmSc8th9rUaEw77F8TYGyT8xcRSK2SA1wUDSGAewTrHF46
2023-01-25 17:08:14.938813764+00:00,0.469,ok,QmZXzpNxoDfzHj2kvbS9aNTFRovdJShVdwKqHDpU9LDdfc
2023-01-25 17:18:14.141243247+00:00,0.650,ok,QmYPsRgR2f17XH8bk8rMS5FMmarcLmdup32XcpBrxSpzMk
2023-01-25 17:28:14.801675615+00:00,0.857,ok,QmQZoSHm93gK4RjFoedmUPetyYcLi5BiDGLKrLwRT35YYM
2023-01-25 17:38:14.983869457+00:00,0.394,ok,QmQLfKboXxepkskPnpgK24GsABmMyotPTgNVopxhhVn6RA
2023-01-25 17:48:14.416452428+00:00,0.559,ok,QmRiCc3YFVihQ8EDosWKy9k2iNPUk5gfgwaZLWYdziTWSK
2023-01-25 17:58:08.954224559+00:00,0.181,ok,QmWoR2sfPUQYyej4NCxzfxkc2EYrEfyzk4AT5A6rTjD5zC
2023-01-25 18:08:13.960712900+00:00,0.187,ok,QmPM2ipbT2q6qpyUwtZHKgpUqjV91ozNmWyf6YNhbSmmjr
2023-01-25 18:18:14.590878201+00:00,0.850,ok,QmTRNvq661Bb4rrVq2kDMixo47xmmMThqtAoW43XX1ALiW
2023-01-25 18:28:14.463853300+00:00,0.289,ok,QmdLAirXaEBARLuZpi38Sb5koXZY2XmLXqBghLXgtPKQAo
2023-01-25 18:38:14.357404047+00:00,0.783,ok,QmexGzbHGLMTR7nYHEj7bknyxApibXQkg6Msa3k55uA2Vr
2023-01-25 18:48:14.683345917+00:00,0.402,ok,QmZ5cHEyagSfyR5LkLPzaQVqR2mA8uLoj45upeZNWaPcn2
2023-01-25 18:58:10.627301954+00:00,0.608,ok,QmSjZzuK6FERybwvneonkpHKSxsadxonCWuAit7dxaQvhd
2023-01-25 19:08:15.561143703+00:00,1.597,ok,QmNXvtGVsF4kX2ACVD8EbpEH38ZUL3RELR9fWmu9YS8Wy3
2023-01-25 19:18:10.133160246+00:00,0.894,ok,QmNfyiVXjbGCqjXBJTDk6gxLP8MwgcMEGgk1LJzsgDSbWX
2023-01-25 19:28:14.156671205+00:00,0.854,ok,QmNLkyJhb7CWQWqK9QXN45vsNDnoBfobV2mtYMXwFpmNT1
2023-01-25 19:38:13.731801474+00:00,0.275,ok,QmZnaiPu3A6Q6Q89M8XpmpVdHeb7LpFVmo5XXaM5MbcvfR
2023-01-25 19:48:13.449228785+00:00,0.273,ok,QmUENXsbHKk43KWpoC1uQ9fdu28Qag2Nt63C85rUihhkHU
2023-01-25 19:58:13.319732074+00:00,0.630,ok,QmXo5mW4P1M6hsUArEHFVCnXNxh8YX3tjecGjD97A1qC5h
2023-01-25 20:08:13.667135294+00:00,0.312,ok,QmdX2tJdYdNpJcr7fFWteV5auw6CDMygpxCpXSGLjrpFoS
2023-01-25 20:18:14.468643130+00:00,0.389,ok,QmSbhM33dH3cVMi1sSqsYVBtvMyCys7ptTUZHC2WfdY82v
2023-01-25 20:28:13.364576383+00:00,0.168,ok,QmStLK7nKHzgGgFbuNZgFWnFt8ZQmkBtQ5frn6sHKXdsTV
2023-01-25 20:38:13.847483459+00:00,0.426,ok,QmUFFiUA5BbQG2TLfvyAdgKtuA6uijfJpUBWRgANgwXiPp
2023-01-25 20:48:13.727400264+00:00,0.136,ok,QmYyR3Y6kHWfnrcpFRtw2jNoiGMzCttMyLPaq4Q6MVrJo6
2023-01-25 20:58:10.956169020+00:00,0.250,ok,QmTZ63eungXyjBQg7gTFpmMedFv9rLSWPHPrhGekbrttzR
2023-01-25 21:08:13.793136834+00:00,0.313,ok,QmbHsRvGGgvG8pDs27ZGwefDjjb9ASkfHaDYxTvRXH5B35
2023-01-25 21:18:14.102630150+00:00,0.229,ok,QmRVFkTkaq1ADrRJYrvZYD5Yayw62uGjenFiEJTEB9wQNk
2023-01-25 21:28:14.217684661+00:00,0.183,ok,QmVH3Np8EAZ4ExBVvzf2BujQMusJ3nUwsY5TUy6aTnCggf
2023-01-25 21:38:14.037640820+00:00,0.619,ok,QmQyn4fhNoTXYiKhzAb8vqNYFqPBA846zEbe4eKV5WhoNv
2023-01-25 21:48:11.146613350+00:00,0.583,ok,QmP73CAgPH1tqnvgG6Pz8wo6sNfDV8HHSEEHyKLRLn92v2
2023-01-25 21:58:13.886376859+00:00,0.296,ok,QmX6Kq8m44J4dzj9ozcdgZzJVVzfekdMSYTniYU5PHzcUT
2023-01-25 22:08:14.254085755+00:00,0.720,ok,QmQ9Vnn14ygjpXUFLcWHoevYU8pgbqR4b7kkTTEffGjYLW
2023-01-25 22:18:14.711068167+00:00,0.310,ok,QmbmDBdoMrVXaG6xXNy9dYEw6TGXUvQLMHQZcTdynm7rQN
2023-01-25 22:28:10.023692479+00:00,0.672,ok,QmQNBs1XEt9eq8NT4JryEeRmmrz3eu9gA62bJa2Xm8Xur4
2023-01-25 22:38:14.410953172+00:00,0.590,ok,QmascTHJWgE6ZqKXSZFcPmeA2VxMhM5paacqo9u8Vh8ADm
2023-01-25 22:48:13.862914394+00:00,0.114,ok,QmcFRVxoEyEnRA4Xw2vbbuwvL4A6LH2HAm6W3b6BiZ16u2
2023-01-25 22:58:14.359385979+00:00,0.619,ok,QmXtEbKDYuu8fcTvuRUQ1SdwjrunxjuXyEHm9YUUYPEW7G
2023-01-25 23:08:14.909182198+00:00,0.966,ok,Qmf7HZXwVYpu9TFF5gHxfpYHRZcJcru7mQXTHKgHoFj3YQ
2023-01-25 23:18:14.424773439+00:00,0.210,ok,QmatDGtZHMNvvk8B4FvuHXSSG5hFx71K2hg2YAdwDCpaLY
2023-01-25 23:28:09.843216622+00:00,0.257,ok,QmVhXk9xyTkHBxrrt86gJekwcAAzebGdqokvfyZestAi4m
2023-01-25 23:38:13.623106746+00:00,0.254,ok,QmYPHLcu3zp4sWdXDg8qvUbG8VfXuQ6kWAH8ZsdbcjVbGC
2023-01-25 23:48:09.054887319+00:00,0.125,ok,QmYqzwkoW7depmBHkism6AukpE7cpCcsesTPNCNtWEJ6dD
2023-01-25 23:58:14.251170681+00:00,0.352,ok,QmQTXvbXGE7KRK5PxMFzc9geX1yeLHGh8c1jfACvrN5jFc
2023-01-26 00:08:07.084324736+00:00,0.654,ok,QmY2Uwy5KLisLtiCJJAbowJxu6wosnphPWzS6Z8mY4oRJD
2023-01-26 00:18:14.558014252+00:00,0.511,ok,Qma4CXhBh7cdcwGAvzbKL4DRKrGULiiGDU9V7u8URWnNwH
2023-01-26 00:28:14.829317127+00:00,1.142,ok,QmQ5dy3fP5yNHVSNEziGTiP3NgtEQY9n397BneWg278Ltu
2023-01-26 00:38:14.031754824+00:00,0.189,ok,QmZaE84sZVpYP2pGccMshTfsxKLL1z2oMimay6Gn73mwEt
2023-01-26 00:48:09.307636905+00:00,0.164,ok,QmUCD8HRpVxYX9QxqTHnq7ainyS3JPyQ6EPsexvTnfVAUM
2023-01-26 00:58:13.724476080+00:00,0.335,ok,QmNiWb7pZieK5qm3n8yi6HffYnsz2WiNgZ18rnB8rZSg2R
2023-01-26 01:08:10.082650175+00:00,0.348,ok,QmVen89Mz2epNh6NovKnXtNVisL3Dy3oRR9etT4WvzucYz
2023-01-26 01:18:11.579594345+00:00,0.228,ok,QmbiJR4notTQebbJZR4u2LxNgHTNqyhK46asxAnkUKW1kn
2023-01-26 01:28:14.349437029+00:00,0.991,ok,Qme4G43Nj8Rhf7kqm1kEurDxk2p6rUS9DFLB8oRXCx8Wub
2023-01-26 01:38:14.137835351+00:00,0.221,ok,QmTvqXo4xjRRXd65z62vEtLJVkmZNSG9YRBd6q8pHdjbUj
2023-01-26 01:48:13.341884013+00:00,0.627,ok,QmWR9wgbMGE2aXMUNurCGDsFSwY1NSk7kcrGtTGW4iN8xL
